15,speed,side_speed,distance,x,y,z,steer,gas,brake,done,gear,rpm,dx,dy,dz,time,throttle,brake,steering
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;6.362200736999512,0.0,36.29386901855469,496.0000305175781,10.212001037597656,689.2571411132812,0.0,1.0,0.0,0.0,1.0,2375.0859375,-4.7957296374079306e-06,0.008465522900223732,0.99996417760849,0.4099999964237213;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;7.554500579833984,0.0,37.26106262207031,496.0000305175781,10.205000114440917,690.2243041992188,0.0,1.0,0.0,0.0,1.0,2714.0859375,-4.066298970428761e-06,0.002209999365732074,0.9999975562095642,0.550000011920929;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;8.016600608825684,0.0,37.48463439941406,496.0000305175781,10.204996299743652,690.4478759765625,0.0,1.0,0.0,0.0,1.0,2905.0859375,-4.058576450916007e-06,0.002019998151808977,0.9999979734420776,0.5799999833106995;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;8.510499954223633,0.0,37.73860168457031,496.0000305175781,10.204990577697753,690.7018432617188,0.0,1.0,0.0,0.0,1.0,2976.5859375,-4.073948275618022e-06,0.002464998746290803,0.9999969601631165,0.6100000143051147;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;8.940800666809082,0.0,37.97254943847656,496.0000305175781,10.205143165588378,690.935791015625,0.0,1.0,0.0,0.0,1.0,3287.0859375,-4.106151664018398e-06,0.0032967955339699984,0.9999945759773254,0.6399999856948853;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;9.131601333618164,0.0,38.07997512817383,496.0000305175781,10.20601863861084,691.043212890625,0.0,1.0,0.0,0.0,1.0,3311.0859375,-4.127048214286333e-06,0.003803994506597519,0.9999927878379822,0.6499999761581421;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;9.544000625610352,0.0,38.321807861328125,496.0000305175781,10.208000373840331,691.2850341796875,0.0,1.0,0.0,0.0,1.0,3439.0859375,-6.183939603943145e-06,0.0051099820993840694,0.9999869465827942,0.6800000071525574;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;9.95580005645752,0.0,38.574012756347656,496.0000305175781,10.209620666503906,691.5372314453125,0.0,1.0,0.0,0.0,1.0,3567.0859375,-6.252213552215835e-06,0.0065347678028047085,0.9999786615371704,0.699999988079071;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;10.335000038146973,0.0,38.81583786010742,496.0000305175781,10.211000633239745,691.779052734375,0.0,1.0,0.0,0.0,1.0,3729.0859375,-6.327726168819936e-06,0.007803944405168295,0.9999695420265198,0.7300000190734863;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;10.77560043334961,0.0,39.1093635559082,496.0000305175781,10.212863159179687,692.0725708007812,0.0,1.0,0.0,0.0,1.0,3823.0859375,-6.397113793354947e-06,0.009067902341485023,0.999958872795105,0.75;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;11.153401374816895,0.0,39.3710823059082,496.0000305175781,10.213128280639648,692.3342895507812,0.0,1.0,0.0,0.0,1.0,4042.0859375,-6.453874902945245e-06,0.00986828189343214,0.9999513030052185,0.7799999713897705;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;11.6087007522583,0.0,39.69945526123047,496.0000305175781,10.21400089263916,692.6626586914062,0.0,1.0,0.0,0.0,1.0,4090.5859375,-6.488622148026479e-06,0.010397855192422867,0.9999459385871887,0.8100000023841858;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;12.015900611877441,0.0,40.00389862060547,496.0000305175781,10.21400089263916,692.9671020507812,0.0,1.0,0.0,0.0,1.0,4389.5859375,-6.501511961687356e-06,0.010449662804603577,0.9999454021453857,0.8299999833106995;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;12.235700607299805,0.0,40.17302703857422,496.0000305175781,10.21400089263916,693.13623046875,0.0,1.0,0.0,0.0,1.0,4522.0859375,-6.495853540400276e-06,0.010331857949495316,0.999946653842926,0.8500000238418579;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;12.61250114440918,0.0,40.46916961669922,496.0000305175781,10.213500213623046,693.432373046875,0.0,1.0,0.0,0.0,1.0,4541.5859375,-6.467470029747346e-06,0.009842879138886929,0.9999515414237976,0.8700000047683716;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;13.021700859069824,0.0,40.79985809326172,496.0000305175781,10.212900352478027,693.7630615234375,0.0,1.0,0.0,0.0,1.0,4812.0859375,-6.425168976420537e-06,0.009066703729331493,0.999958872795105,0.8999999761581421;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;13.462301254272461,0.0,41.1683349609375,496.0000305175781,10.211100769042968,694.1315307617188,0.0,1.0,0.0,0.0,1.0,4877.5859375,-6.362050953612197e-06,0.008028734475374222,0.9999677538871765,0.9200000166893005;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;13.888800621032715,0.0,41.53472900390625,496.0000305175781,10.210000228881835,694.4979248046875,0.0,1.0,0.0,0.0,1.0,5017.0859375,-6.309254331426928e-06,0.00696595711633563,0.9999757409095764,0.949999988079071;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;14.315401077270508,0.0,41.913394927978516,496.0000305175781,10.208700370788574,694.8765869140625,0.0,1.0,0.0,0.0,1.0,5213.5859375,-6.2566259657614864e-06,0.005968575831502676,0.9999821782112122,0.9800000190734863;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;14.743000984191895,0.0,42.302860260009766,496.0000305175781,10.208000373840331,695.2660522460938,0.0,1.0,0.0,0.0,1.0,5239.0859375,-6.216027486516396e-06,0.005143981426954269,0.9999867677688599,1.0099999904632568;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;14.948699951171875,0.0,42.49445343017578,496.0000305175781,10.207000923156738,695.4576416015625,0.0,1.0,0.0,0.0,1.0,5388.5859375,-6.203296834428329e-06,0.004840786103159189,0.9999882578849792,1.0199999809265137;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;15.345200538635254,0.0,42.87128448486328,496.0000305175781,10.207000923156738,695.83447265625,0.0,1.0,0.0,0.0,1.0,5676.0859375,-6.186465270729968e-06,0.004439988639205694,0.9999901652336121,1.0399999618530273;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;16.091501235961914,0.0,43.60614776611328,496.0000305175781,10.207000923156738,696.5693359375,0.0,1.0,0.0,0.0,1.0,5931.5859375,-6.18762032900122e-06,0.004414986819028854,0.9999902248382568,1.090000033378601;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;16.344900131225586,0.0,43.86420440673828,496.0000305175781,10.20700283050537,696.827392578125,0.0,1.0,0.0,0.0,1.0,5830.5859375,-6.19735692453105e-06,0.004589989315718412,0.9999894499778748,1.1100000143051147;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;16.77320098876953,0.0,44.30939483642578,496.0000305175781,10.207984161376952,697.2725830078125,0.0,1.0,0.0,0.0,1.0,6141.0859375,-6.225188371900003e-06,0.0051183816976845264,0.9999868869781494,1.1299999952316284;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;17.216800689697266,0.0,44.78321075439453,496.0000305175781,10.208636474609374,697.7463989257812,0.0,1.0,0.0,0.0,1.0,6178.0859375,-6.265602678467985e-06,0.0058251735754311085,0.999983012676239,1.159999966621399;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;17.62779998779297,0.0,45.23499298095703,496.0000305175781,10.209126663208007,698.1981811523438,0.0,1.0,0.0,0.0,1.0,6477.08642578125,-6.307930561888497e-06,0.006552365142852068,0.9999785423278809,1.190000057220459;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;18.085800170898438,0.0,45.75092315673828,496.0000305175781,10.210042190551757,698.714111328125,0.0,1.0,0.0,0.0,1.0,6525.5859375,-8.352422810276039e-06,0.007343152537941933,0.9999730587005615,1.2200000286102295;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;18.46500015258789,0.0,46.18769454956055,496.0000305175781,10.211004447937011,699.15087890625,0.0,1.0,0.0,0.0,1.0,6801.5859375,-8.387431989831384e-06,0.007907940074801445,0.9999687075614929,1.2400000095367432;1.0,0,0
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;18.90610122680664,0.0,46.70918273925781,496.0000305175781,10.212004852294921,699.67236328125,0.0,1.0,0.0,0.0,1.0,6838.5859375,-8.411610906478018e-06,0.008401528000831604,0.999964714050293,1.2699999809265137;1.0,0,0.11
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;19.28390121459961,0.0,47.16505432128906,496.0000305175781,10.21200008392334,700.1282348632812,0.0,1.0,0.0,0.0,1.0,7114.5859375,-8.423596227657981e-06,0.008646317757666111,0.9999626278877258,1.2899999618530273;1.0,0,0.13
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;19.519601821899414,-0.0006000000284984708,47.45564270019531,496.0000305175781,10.212001037597656,700.4188232421875,0.007874015718698502,1.0,0.0,0.0,1.0,7230.08642578125,-8.42661211208906e-06,0.00870791357010603,0.9999620914459229,1.309999942779541;1.0,0,0.42
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;19.945199966430664,-0.013000000268220901,47.98591613769531,496.00006103515625,10.211999130249023,700.9490966796875,0.031496062874794006,1.0,0.0,0.0,1.0,7312.5859375,-3.2608113542664796e-05,0.008652913384139538,0.999962568283081,1.3300000429153442;1.0,0,0.42
12.30271672369256,12.87934623691744,80.22378390010726,80.05577994075185,91.59973901315557,141.77019761234814,132.3501985262994,121.2871721718914,122.6572190280187,119.93792537060955,112.23512909359944,100.09900705898092,15.288669673288151,14.476556139722717,14.407495301835313;20.4934024810791,-0.1356000006198883,48.69062805175781,495.9986572265625,10.211600494384765,701.65380859375,0.34645670652389526,1.0,0.0,0.0,1.0,7430.0859375,-0.0006785002769902349,0.0082835229113698,0.9999654293060303,1.3700000047683716;1.0,0,0.42
