timestamp_utc,generation,individual_index,term,is_finish,total_progress,distance,time,fitness
2026-04-08T21:17:35Z,1,0,-1,0,5.714285714285714,70.17261505126953,4.550000190734863,-994331214.2876216
2026-04-08T21:17:35Z,1,1,-1,0,5.714285714285714,75.28866577148438,6.610000133514404,-994351814.2870494
2026-04-08T21:17:35Z,1,2,-1,0,0.0,14.211094856262207,3.5399999618530273,-1000035399.9996185
2026-04-08T21:17:35Z,1,3,-1,0,0.0,3.529629707336426,2.009999990463257,-1000020099.9999046
2026-04-08T21:17:35Z,1,4,-1,0,5.714285714285714,70.5507583618164,3.4100000858306885,-994319814.2865726
2026-04-08T21:17:35Z,1,5,-1,0,5.714285714285714,70.13835906982422,3.319999933242798,-994318914.2850467
2026-04-08T21:17:35Z,1,6,-1,0,0.0,0.026519108563661575,2.009999990463257,-1000020099.9999046
2026-04-08T21:17:35Z,1,7,-1,0,0.0,14.250608444213867,2.009999990463257,-1000020099.9999046
2026-04-08T21:17:35Z,1,8,-1,0,0.0,0.02663312666118145,2.009999990463257,-1000020099.9999046
2026-04-08T21:17:35Z,1,9,-1,0,0.0,20.405183792114258,2.009999990463257,-1000020099.9999046
2026-04-08T21:17:35Z,1,10,-1,0,5.714285714285714,67.38371276855469,3.380000114440918,-994319514.2868587
2026-04-08T21:17:35Z,1,11,-1,0,5.714285714285714,74.16917419433594,12.25,-994408214.2857143
2026-04-08T21:17:35Z,1,12,-1,0,0.0,8.824503898620605,2.009999990463257,-1000020099.9999046
2026-04-08T21:17:35Z,1,13,-1,0,5.714285714285714,69.30793762207031,9.380000114440918,-994379514.2868587
2026-04-08T21:17:35Z,1,14,-1,0,2.857142857142857,28.269861221313477,3.430000066757202,-997177157.1435248
2026-04-08T21:17:35Z,1,15,-1,0,0.0,20.20450210571289,2.009999990463257,-1000020099.9999046
2026-04-08T21:17:35Z,1,16,-1,0,8.571428571428571,80.01959228515625,5.21999979019165,-991480771.4264734
2026-04-08T21:17:35Z,1,17,-1,0,0.0,0.02601824514567852,2.009999990463257,-1000020099.9999046
2026-04-08T21:17:35Z,1,18,-1,0,0.0,0.02682645432651043,2.009999990463257,-1000020099.9999046
2026-04-08T21:17:35Z,1,19,-1,0,5.714285714285714,63.73626708984375,3.119999885559082,-994316914.2845699
2026-04-08T21:17:35Z,1,20,-1,0,0.0,0.2539483904838562,2.009999990463257,-1000020099.9999046
2026-04-08T21:17:35Z,1,21,-1,0,5.714285714285714,69.05833435058594,3.5799999237060547,-994321514.2849513
2026-04-08T21:17:35Z,1,22,-1,0,0.0,17.960569381713867,2.009999990463257,-1000020099.9999046
2026-04-08T21:17:35Z,1,23,-1,0,0.0,6.147730827331543,2.009999990463257,-1000020099.9999046
2026-04-08T21:17:35Z,1,24,-1,0,8.571428571428571,77.7829818725586,3.490000009536743,-991463471.4286668
2026-04-08T21:17:35Z,1,25,-1,0,5.714285714285714,69.28959655761719,8.880000114440918,-994374514.2868587
2026-04-08T21:17:35Z,1,26,-1,0,0.0,0.02648960053920746,2.009999990463257,-1000020099.9999046
2026-04-08T21:17:35Z,1,27,-1,0,0.0,17.285343170166016,2.009999990463257,-1000020099.9999046
2026-04-08T21:17:35Z,1,28,-1,0,5.714285714285714,73.42121887207031,3.5,-994320714.2857143
2026-04-08T21:17:35Z,1,29,-1,0,2.857142857142857,47.48039627075195,3.819999933242798,-997181057.1421896
2026-04-08T21:17:35Z,1,30,-1,0,5.714285714285714,66.67121124267578,3.5399999618530273,-994321114.2853328
2026-04-08T21:17:35Z,1,31,-1,0,5.714285714285714,70.1096420288086,3.319999933242798,-994318914.2850467
2026-04-08T21:20:32Z,2,0,-1,0,8.571428571428571,77.77888488769531,3.4800000190734863,-991463371.4287622
2026-04-08T21:20:32Z,2,1,-1,0,8.571428571428571,80.0667495727539,4.989999771118164,-991478471.4262826
2026-04-08T21:20:32Z,2,2,-1,0,5.714285714285714,63.31093978881836,3.130000114440918,-994317014.2868587
