timestamp_utc,generation,dist_avg,dist_best_gen,dist_best_global,time_avg,time_best_gen,time_best_global,finish_rate,crash_rate,timeout_rate,best_term,best_progress,best_distance,best_time,best_fitness
2026-03-23T06:21:56Z,1,5.5495686531066895,17.24137931034483,17.24137931034483,60.0,60.0,60.0,0.0,1.0,0.0,-1,17.24137931034483,156.23858642578125,5.800000190734863,-982808776.9282416
2026-03-23T06:31:45Z,2,9.590517044067383,17.24137931034483,17.24137931034483,60.0,60.0,60.0,0.0,1.0,0.0,-1,17.24137931034483,149.5198974609375,5.699999809265137,-982808770.2095526
2026-03-23T06:41:22Z,3,12.877155303955078,20.689655172413794,20.689655172413794,60.0,60.0,60.0,0.0,1.0,0.0,-1,20.689655172413794,201.38160705566406,7.820000171661377,-979380546.2091932
2026-03-23T06:48:46Z,4,12.661638259887695,20.689655172413794,20.689655172413794,60.0,60.0,60.0,0.0,1.0,0.0,-1,20.689655172413794,198.02549743652344,6.269999980926514,-979370542.8530836
2026-03-23T06:56:37Z,5,13.793103218078613,20.689655172413794,20.689655172413794,60.0,60.0,60.0,0.0,1.0,0.0,-1,20.689655172413794,197.64654541015625,6.260000228881836,-979370542.4741316
2026-03-23T07:03:45Z,6,13.900861740112305,20.689655172413794,20.689655172413794,60.0,60.0,60.0,0.0,1.0,0.0,-1,20.689655172413794,199.376708984375,6.710000038146973,-979370544.2042952
2026-03-23T07:10:56Z,7,13.038792610168457,20.689655172413794,20.689655172413794,60.0,60.0,60.0,0.0,1.0,0.0,-1,20.689655172413794,200.7274627685547,6.610000133514404,-979370545.555049
2026-03-23T07:17:52Z,8,12.392242431640625,20.689655172413794,20.689655172413794,60.0,60.0,60.0,0.0,1.0,0.0,-1,20.689655172413794,197.7379608154297,6.460000038146973,-979370542.565547
2026-03-23T07:24:32Z,9,12.2844820022583,20.689655172413794,20.689655172413794,60.0,60.0,60.0,0.0,1.0,0.0,-1,20.689655172413794,201.3570098876953,5.929999828338623,-979360546.1845961
2026-03-23T07:31:27Z,10,12.715517044067383,20.689655172413794,20.689655172413794,60.0,60.0,60.0,0.0,1.0,0.0,-1,20.689655172413794,197.82362365722656,5.809999942779541,-979360542.6512098
2026-03-23T07:38:33Z,11,14.331896781921387,20.689655172413794,20.689655172413794,60.0,60.0,60.0,0.0,1.0,0.0,-1,20.689655172413794,202.5518798828125,5.900000095367432,-979360547.379466
2026-03-23T07:45:32Z,12,12.823275566101074,20.689655172413794,20.689655172413794,60.0,60.0,60.0,0.0,1.0,0.0,-1,20.689655172413794,201.53848266601562,5.949999809265137,-979360546.3660688
2026-03-23T07:52:27Z,13,13.685344696044922,20.689655172413794,20.689655172413794,60.0,60.0,60.0,0.0,1.0,0.0,-1,20.689655172413794,198.91265869140625,5.860000133514404,-979360543.7402449
2026-03-23T07:59:07Z,14,13.146551132202148,20.689655172413794,20.689655172413794,60.0,60.0,60.0,0.0,1.0,0.0,-1,20.689655172413794,199.06246948242188,5.849999904632568,-979360543.8900557
2026-03-23T08:06:26Z,15,14.601292610168457,20.689655172413794,20.689655172413794,60.0,60.0,60.0,0.0,1.0,0.0,-1,20.689655172413794,198.89833068847656,5.840000152587891,-979360543.7259169
2026-03-23T08:13:19Z,16,14.116378784179688,20.689655172413794,20.689655172413794,60.0,60.0,60.0,0.0,1.0,0.0,-1,20.689655172413794,197.52224731445312,5.889999866485596,-979360542.3498335
2026-03-23T08:20:13Z,17,12.931034088134766,20.689655172413794,20.689655172413794,60.0,60.0,60.0,0.0,1.0,0.0,-1,20.689655172413794,200.54855346679688,5.909999847412109,-979360545.3761396
2026-03-23T08:27:19Z,18,13.308189392089844,20.689655172413794,20.689655172413794,60.0,60.0,60.0,0.0,1.0,0.0,-1,20.689655172413794,196.47508239746094,5.769999980926514,-979360541.3026686
