attempt_index,saved,num_frames,finish_time,total_progress,distance,path
1,0,85,2.9000000953674316,0.0,0.0,
2,0,266,7.019999980926514,2.888086642599278,274.5147399902344,
3,0,1173,24.6299991607666,12.63537906137184,1191.0186767578125,
4,0,52,1.409999966621399,0.0,15.292617797851562,
5,0,461,-1.5299999713897705,0.0,0.0,
6,0,168,-1.5499999523162842,0.0,0.0,
7,0,94,2.5799999237060547,0.0,0.029291963204741478,
8,0,32,0.8700000047683716,0.0,0.008941366337239742,
