attempt_index,saved,num_frames,finish_time,total_progress,distance,path
1,0,435,22.68000030517578,0.0,755.9130859375,
2,1,14395,248.38999938964844,100.0,17392.529296875,logs/supervised_data\20260317_225207_map_AI Training #2_target_dataset\attempts\attempt_0002.npz
