attempt_index,saved,num_frames,finish_time,total_progress,distance,path
1,0,221,8.140000343322754,1.8050541516245486,146.64207458496094,
2,0,69,-1.5099999904632568,0.0,0.0,
3,0,211,6.110000133514404,2.166064981949458,212.64141845703125,
4,0,162,-1.559999942779541,0.0,0.0,
5,0,477,-1.5199999809265137,0.0,0.0,
