frame,wall_time,game_time,progress,path_tile_index,speed,side_speed,steer,gas,brake,gear,rpm,wetness,segment_heading_error,next_segment_heading_error,fl_material_id,fl_material_name,fl_contact,fl_slip,fl_icing,fl_dirt,fr_material_id,fr_material_name,fr_contact,fr_slip,fr_icing,fr_dirt,rl_material_id,rl_material_name,rl_contact,rl_slip,rl_icing,rl_dirt,rr_material_id,rr_material_name,rr_contact,rr_slip,rr_icing,rr_dirt
180,1777369189.744337,41.290001,0.000000,0,-18.614000,-2.776200,-1.000000,1.000000,1.000000,0.000000,7567.935547,0.000000,-0.310115,-0.310115,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
181,1777369189.754349,41.299999,0.000000,0,-18.378000,-2.779000,-1.000000,1.000000,1.000000,0.000000,7448.935547,0.000000,-0.310633,-0.310633,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
182,1777369189.763335,41.310001,0.000000,0,-17.952600,-2.735000,-1.000000,1.000000,1.000000,0.000000,7227.935547,0.000000,-0.310978,-0.310978,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
183,1777369189.772334,41.320000,0.000000,0,-17.762402,-2.689800,-1.000000,1.000000,1.000000,0.000000,7125.935547,0.000000,-0.310826,-0.310826,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
184,1777369189.782341,41.330002,0.000000,0,-17.543600,-2.624700,-1.000000,1.000000,1.000000,0.000000,7006.935547,0.000000,-0.310493,-0.310493,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
185,1777369189.791340,41.340000,0.000000,0,-17.151201,-2.452000,-1.000000,1.000000,1.000000,0.000000,6785.935547,0.000000,-0.309213,-0.309213,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
186,1777369189.800340,41.349998,0.000000,0,-16.944101,-2.340900,-1.000000,1.000000,1.000000,0.000000,6666.935547,0.000000,-0.308285,-0.308285,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
187,1777369189.809336,41.349998,0.000000,0,-16.741800,-2.214200,-1.000000,1.000000,1.000000,0.000000,6547.935547,0.000000,-0.307126,-0.307126,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
188,1777369189.819334,41.369999,0.000000,0,-16.373201,-1.952000,-1.000000,1.000000,1.000000,0.000000,6326.935547,0.000000,-0.304551,-0.304551,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
189,1777369189.828336,41.369999,0.000000,0,-16.178600,-1.798000,-1.000000,1.000000,1.000000,0.000000,6207.935547,0.000000,-0.302914,-0.302914,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
190,1777369189.838340,41.389999,0.000000,0,-15.823000,-1.500600,-1.000000,1.000000,1.000000,0.000000,5986.935547,0.000000,-0.299510,-0.299510,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
191,1777369189.848334,41.389999,0.000000,0,-15.634001,-1.336800,-1.000000,1.000000,1.000000,0.000000,5867.935547,0.000000,-0.297462,-0.297462,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
192,1777369189.857342,41.410000,0.000000,0,-15.286500,-1.035700,-1.000000,1.000000,1.000000,0.000000,5646.935547,0.000000,-0.293353,-0.293353,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
193,1777369189.867334,41.410000,0.000000,0,-15.101001,-0.879600,-1.000000,1.000000,1.000000,0.000000,5527.935547,0.000000,-0.290958,-0.290958,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
194,1777369189.876334,41.419998,0.000000,0,-14.942801,-0.751000,-1.000000,1.000000,1.000000,0.000000,5425.935547,0.000000,-0.288817,-0.288817,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
195,1777369189.885339,41.430000,0.000000,0,-14.576200,-0.473000,-1.000000,1.000000,1.000000,0.000000,5187.935547,0.000000,-0.283560,-0.283560,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
196,1777369189.895336,41.439999,0.000000,0,-14.420002,-0.367800,-1.000000,1.000000,1.000000,0.000000,5085.935547,0.000000,-0.281181,-0.281181,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
197,1777369189.905343,41.450001,0.000000,0,-14.056801,-0.153400,-1.000000,1.000000,1.000000,0.000000,4847.935547,0.000000,-0.275411,-0.275411,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
198,1777369189.914343,41.459999,0.000000,0,-13.876501,-0.067000,-1.000000,1.000000,1.000000,0.000000,4728.935547,0.000000,-0.272398,-0.272398,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
199,1777369189.924345,41.470001,0.000000,0,-13.722501,-0.000100,-1.000000,1.000000,1.000000,0.000000,4626.935547,0.000000,-0.269775,-0.269775,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
200,1777369189.933337,41.480000,0.000000,0,-13.391401,0.105200,-1.000000,1.000000,1.000000,0.000000,4405.935547,0.000000,-0.263889,-0.263889,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
201,1777369189.944338,41.490002,0.000000,0,-13.214000,0.147000,-1.000000,1.000000,1.000000,0.000000,4286.935547,0.000000,-0.260647,-0.260647,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
202,1777369189.955336,41.500000,0.000000,0,-12.864500,0.192500,-1.000000,1.000000,1.000000,0.000000,4048.935547,0.000000,-0.253975,-0.253975,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
203,1777369189.964333,41.509998,0.000000,0,-12.544002,0.203600,-1.000000,1.000000,1.000000,0.000000,3827.935547,0.000000,-0.247619,-0.247619,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
204,1777369189.973341,41.520000,0.000000,0,-12.374500,0.198000,-1.000000,1.000000,1.000000,0.000000,3708.935547,0.000000,-0.244131,-0.244131,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
205,1777369189.983335,41.529999,0.000000,0,-12.230101,0.189900,-1.000000,1.000000,1.000000,0.000000,3606.935547,0.000000,-0.241120,-0.241120,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
206,1777369189.992333,41.540001,0.000000,0,-11.921400,0.159400,-1.000000,1.000000,1.000000,0.000000,3385.935547,0.000000,-0.234493,-0.234493,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
207,1777369190.001336,41.549999,0.000000,0,-11.757899,0.138700,-1.000000,1.000000,1.000000,0.000000,3266.935547,0.000000,-0.230889,-0.230889,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
208,1777369190.010338,41.560001,0.000000,0,-11.436501,0.092000,-1.000000,1.000000,1.000000,0.000000,3028.935547,0.000000,-0.223593,-0.223593,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
209,1777369190.019333,41.570000,0.000000,0,-11.300800,0.071500,-1.000000,1.000000,1.000000,0.000000,2926.935547,0.000000,-0.220444,-0.220444,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
210,1777369190.029335,41.570000,0.000000,0,-11.145401,0.047000,-1.000000,1.000000,1.000000,0.000000,2807.935547,0.000000,-0.216748,-0.216748,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
211,1777369190.038334,41.590000,0.000000,0,-10.860500,0.002800,-1.000000,1.000000,1.000000,0.000000,2586.935547,0.000000,-0.209847,-0.209847,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
212,1777369190.047333,41.590000,0.000000,0,-10.710001,-0.019600,-1.000000,1.000000,1.000000,0.000000,2467.935547,0.000000,-0.206112,-0.206112,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
213,1777369190.056342,41.599998,0.000000,0,-10.561001,-0.041000,-1.000000,1.000000,1.000000,0.000000,2348.935547,0.000000,-0.202368,-0.202368,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
214,1777369190.066334,41.610001,0.000000,0,-10.288601,-0.077600,-1.000000,1.000000,1.000000,0.000000,2127.935547,0.000000,-0.195398,-0.195398,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
215,1777369190.075336,41.619999,0.000000,0,-10.165401,-0.093400,-1.000000,1.000000,1.000000,0.000000,2025.935547,0.000000,-0.192175,-0.192175,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
216,1777369190.085340,41.630001,0.000000,0,-9.882200,-0.126600,-1.000000,1.000000,1.000000,0.000000,1787.935547,0.000000,-0.184652,-0.184652,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
217,1777369190.095337,41.639999,0.000000,0,-9.743500,-0.141500,-1.000000,1.000000,1.000000,0.000000,1668.935547,0.000000,-0.180891,-0.180891,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
218,1777369190.104337,41.650002,0.000000,0,-9.489001,-0.167200,-1.000000,1.000000,1.000000,0.000000,1447.935547,0.000000,-0.173914,-0.173914,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
219,1777369190.114336,41.660000,0.000000,0,-9.354501,-0.180000,-1.000000,1.000000,1.000000,0.000000,1328.935547,0.000000,-0.170166,-0.170166,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
220,1777369190.123334,41.669998,0.000000,0,-9.240200,-0.190500,-1.000000,1.000000,1.000000,0.000000,1226.935547,0.000000,-0.166957,-0.166957,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
221,1777369190.132334,41.680000,0.000000,0,-8.978001,-0.211500,-1.000000,1.000000,0.000000,1.000000,988.935547,0.000000,-0.159499,-0.159499,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
222,1777369190.142336,41.689999,0.000000,0,-8.866700,-0.220300,-1.000000,1.000000,0.000000,1.000000,909.935547,0.000000,-0.156312,-0.156312,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
223,1777369190.152346,41.700001,0.000000,0,-8.612000,-0.238000,-1.000000,1.000000,0.000000,1.000000,993.935547,0.000000,-0.148918,-0.148918,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
224,1777369190.161335,41.709999,0.000000,0,-8.486200,-0.245500,-1.000000,1.000000,0.000000,1.000000,1029.935547,0.000000,-0.145763,-0.145763,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
225,1777369190.171339,41.720001,0.000000,0,-7.993501,-0.193500,-1.000000,1.000000,0.000000,1.000000,1113.935547,0.000000,-0.138451,-0.138451,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
226,1777369190.179333,41.730000,0.000000,0,-7.789300,-0.115700,-1.000000,1.000000,0.000000,1.000000,1149.935547,0.000000,-0.135334,-0.135334,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
227,1777369190.189337,41.730000,0.000000,0,-7.553401,-0.029600,-1.000000,1.000000,0.000000,1.000000,1191.935547,0.000000,-0.131721,-0.131721,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
228,1777369190.199337,41.750000,0.000000,0,-7.120100,0.120700,-1.000000,1.000000,0.000000,1.000000,1269.935547,0.000000,-0.125070,-0.125070,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
229,1777369190.209333,41.750000,0.000000,0,-6.889800,0.195600,-1.000000,1.000000,0.000000,1.000000,1311.935547,0.000000,-0.121528,-0.121528,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
230,1777369190.220334,41.770000,0.000000,0,-6.462700,0.326200,-1.000000,1.000000,0.000000,1.000000,1389.935547,0.000000,-0.115026,-0.115026,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
231,1777369190.233336,41.770000,0.000000,0,-6.229600,0.390600,-1.000000,1.000000,0.000000,1.000000,1431.935547,0.000000,-0.111575,-0.111575,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
232,1777369190.243334,41.790001,0.000000,0,-5.790800,0.501700,-1.000000,1.000000,0.000000,1.000000,1509.935547,0.000000,-0.105253,-0.105253,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
233,1777369190.253333,41.799999,0.000000,0,-5.309500,0.605500,-1.000000,1.000000,0.000000,1.000000,1593.935547,0.000000,-0.098606,-0.098606,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
234,1777369190.263336,41.810001,0.000000,0,-5.100900,0.646100,-1.000000,1.000000,0.000000,1.000000,1629.935547,0.000000,-0.095799,-0.095799,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
235,1777369190.272335,41.820000,0.000000,0,-4.607500,0.728000,-1.000000,1.000000,0.000000,1.000000,1713.935547,0.000000,-0.089404,-0.089404,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
236,1777369190.282333,41.830002,0.000000,0,-4.358000,0.764600,-1.000000,1.000000,0.000000,1.000000,1755.935547,0.000000,-0.086270,-0.086270,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
237,1777369190.292334,41.840000,0.000000,0,-3.888500,0.823000,-1.000000,1.000000,0.000000,1.000000,1833.935547,0.000000,-0.080601,-0.080601,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
238,1777369190.302335,41.849998,0.000000,0,-3.633600,0.849800,-1.000000,1.000000,0.000000,1.000000,1875.935547,0.000000,-0.077617,-0.077617,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
239,1777369190.310338,41.860001,0.000000,0,-3.154500,0.891000,-1.000000,1.000000,0.000000,1.000000,1953.935547,0.000000,-0.072241,-0.072241,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
240,1777369190.320338,41.869999,0.000000,0,-2.931400,0.907200,-1.000000,1.000000,0.000000,1.000000,1989.935547,0.000000,-0.069816,-0.069816,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
241,1777369190.330334,41.869999,0.000000,0,-2.668200,0.922600,-1.000000,1.000000,0.000000,1.000000,2031.935547,0.000000,-0.067061,-0.067061,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
242,1777369190.339333,41.889999,0.000000,0,-2.175800,0.944000,-1.000000,1.000000,0.000000,1.000000,2109.935547,0.000000,-0.062102,-0.062102,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
243,1777369190.348333,41.889999,0.000000,0,-1.908400,0.951000,-1.000000,1.000000,0.000000,1.000000,2151.935547,0.000000,-0.059534,-0.059534,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
244,1777369190.358335,41.910000,0.000000,0,-1.406000,0.959200,-1.000000,1.000000,0.000000,1.000000,2229.935547,0.000000,-0.054935,-0.054935,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
245,1777369190.368333,41.910000,0.000000,0,-1.133000,0.960600,-1.000000,1.000000,0.000000,1.000000,2271.935547,0.000000,-0.052569,-0.052569,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
246,1777369190.378335,41.930000,0.000000,0,-0.622400,0.957300,-1.000000,1.000000,0.000000,1.000000,2349.935547,0.000000,-0.048356,-0.048356,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
247,1777369190.387333,41.930000,0.000000,0,-0.352200,0.952400,-1.000000,1.000000,0.000000,1.000000,2391.935547,0.000000,-0.046204,-0.046204,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
248,1777369190.397335,41.939999,0.000000,0,-0.086000,0.945000,-1.000000,1.000000,0.000000,1.000000,2433.935547,0.000000,-0.044130,-0.044130,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
249,1777369190.408336,41.950001,0.000000,0,0.391000,0.927000,-1.000000,1.000000,0.000000,1.000000,2511.935547,0.000000,-0.040459,-0.040459,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
250,1777369190.417334,41.970001,0.000000,0,0.832900,0.901600,-1.000000,1.000000,0.000000,1.000000,2589.935547,0.000000,-0.037036,-0.037036,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
251,1777369190.426334,41.970001,0.000000,0,1.088100,0.882400,-1.000000,1.000000,0.000000,1.000000,2637.935547,0.000000,-0.035044,-0.035044,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
252,1777369190.436335,41.980000,0.000000,0,1.269500,0.866000,-1.000000,1.000000,0.000000,1.000000,2673.935547,0.000000,-0.033607,-0.033607,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
253,1777369190.445352,41.990002,0.000000,0,1.645400,0.827200,-1.000000,1.000000,0.000000,1.000000,2751.935547,0.000000,-0.030596,-0.030596,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
254,1777369190.456335,42.000000,0.000000,0,1.835000,0.803500,-1.000000,1.000000,0.000000,1.000000,2793.935547,0.000000,-0.029041,-0.029041,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
255,1777369190.465333,42.009998,0.000000,0,2.168800,0.756400,-1.000000,1.000000,0.000000,1.000000,2871.935547,0.000000,-0.026234,-0.026234,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
256,1777369190.474332,42.020000,0.000000,0,2.337500,0.729000,-1.000000,1.000000,0.000000,1.000000,2913.935547,0.000000,-0.024765,-0.024765,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
257,1777369190.485335,42.029999,0.000000,0,2.636000,0.676200,-1.000000,1.000000,0.000000,1.000000,2991.935547,0.000000,-0.022085,-0.022085,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
258,1777369190.494334,42.040001,0.000000,0,2.787000,0.646500,-1.000000,1.000000,0.000000,1.000000,3033.935547,0.000000,-0.020665,-0.020665,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000,77,Plastic,1,0.000000,0.000000,0.000000
