frame,wall_time,game_time,progress,path_tile_index,speed,side_speed,steer,gas,brake,gear,rpm,wetness,segment_heading_error,next_segment_heading_error,fl_material_id,fl_material_name,fl_contact,fl_slip,fl_icing,fl_dirt,fr_material_id,fr_material_name,fr_contact,fr_slip,fr_icing,fr_dirt,rl_material_id,rl_material_name,rl_contact,rl_slip,rl_icing,rl_dirt,rr_material_id,rr_material_name,rr_contact,rr_slip,rr_icing,rr_dirt
10,1777369149.049870,0.600000,0.000000,0,9.388500,0.000000,0.000000,1.000000,0.000000,1.000000,3431.585938,0.000000,-0.000002,-0.000002,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
11,1777369149.058868,0.610000,0.000000,0,9.483900,0.000000,0.000000,1.000000,0.000000,1.000000,3500.585938,0.000000,-0.000002,-0.000002,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
12,1777369149.068869,0.610000,0.000000,0,9.595201,0.000000,0.000000,1.000000,0.000000,1.000000,3581.085938,0.000000,-0.000002,-0.000002,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
13,1777369149.077871,0.630000,0.000000,0,9.799400,0.084900,-1.000000,1.000000,0.000000,1.000000,3445.585938,0.000000,0.000003,0.000003,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
14,1777369149.086868,0.630000,0.000000,0,9.907201,0.147200,-1.000000,1.000000,0.000000,1.000000,3526.085938,0.000000,0.000041,0.000041,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
15,1777369149.095876,0.640000,0.000000,0,9.997601,0.201400,-1.000000,1.000000,0.000000,1.000000,3595.085938,0.000000,0.000115,0.000115,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
16,1777369149.105867,0.650000,0.000000,0,10.201401,0.328000,-1.000000,1.000000,0.000000,1.000000,3756.085938,0.000000,0.000457,0.000457,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
17,1777369149.114867,0.660000,0.000000,0,10.284401,0.381600,-1.000000,1.000000,0.000000,1.000000,3825.085938,0.000000,0.000723,0.000723,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
18,1777369149.123868,0.670000,0.000000,0,10.478001,0.443000,-1.000000,1.000000,0.000000,1.000000,3758.085938,0.000000,0.001628,0.001628,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
19,1777369149.133873,0.680000,0.000000,0,10.576500,0.442500,-1.000000,1.000000,0.000000,1.000000,3781.585938,0.000000,0.002268,0.002268,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
20,1777369149.143869,0.690000,0.000000,0,10.661000,0.439300,-1.000000,1.000000,0.000000,1.000000,3850.585938,0.000000,0.002876,0.002876,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
21,1777369149.153867,0.700000,0.000000,0,10.843401,0.429400,-1.000000,1.000000,0.000000,1.000000,4000.085938,0.000000,0.004506,0.004506,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
22,1777369149.164873,0.710000,0.000000,0,10.942101,0.423200,-1.000000,1.000000,0.000000,1.000000,4052.085938,0.000000,0.005499,0.005499,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
23,1777369149.173871,0.720000,0.000000,0,11.125401,0.412800,-1.000000,1.000000,0.000000,1.000000,3945.085938,0.000000,0.007628,0.007628,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
24,1777369149.182868,0.730000,0.000000,0,11.224001,0.407300,-1.000000,1.000000,0.000000,1.000000,4025.585938,0.000000,0.008877,0.008877,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
25,1777369149.192866,0.740000,0.000000,0,11.406401,0.397800,-1.000000,1.000000,0.000000,1.000000,4175.085938,0.000000,0.011448,0.011448,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
26,1777369149.203873,0.750000,0.000000,0,11.505100,0.392300,-1.000000,1.000000,0.000000,1.000000,4255.585938,0.000000,0.012923,0.012923,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
27,1777369149.212867,0.760000,0.000000,0,11.706501,0.343500,0.000000,1.000000,0.000000,1.000000,4274.085938,0.000000,0.016124,0.016124,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
28,1777369149.222868,0.770000,0.000000,0,11.796400,0.291100,0.000000,1.000000,0.000000,1.000000,4200.585938,0.000000,0.017557,0.017557,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
29,1777369149.231873,0.780000,0.000000,0,11.997401,0.162400,0.000000,1.000000,0.000000,1.000000,4350.085938,0.000000,0.020747,0.020747,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
30,1777369149.240868,0.790000,0.000000,0,12.106800,0.093200,0.000000,1.000000,0.000000,1.000000,4430.585938,0.000000,0.022464,0.022464,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
31,1777369149.250868,0.800000,0.000000,0,12.311800,-0.033400,0.000000,1.000000,0.000000,1.000000,4466.085938,0.000000,0.025557,0.025557,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
32,1777369149.259867,0.810000,0.000000,0,12.421700,-0.092400,0.000000,1.000000,0.000000,1.000000,4375.585938,0.000000,0.027156,0.027156,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
33,1777369149.270870,0.810000,0.000000,0,12.531601,-0.102200,0.000000,1.000000,0.000000,1.000000,4456.085938,0.000000,0.028660,0.028660,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
34,1777369149.279881,0.830000,0.000000,0,12.736700,-0.102500,0.000000,1.000000,0.000000,1.000000,4605.585938,0.000000,0.031277,0.031277,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
35,1777369149.289868,0.830000,0.000000,0,12.846601,-0.099000,0.000000,1.000000,0.000000,1.000000,4686.085938,0.000000,0.032582,0.032582,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
36,1777369149.298877,0.850000,0.000000,0,13.051800,-0.092500,0.000000,1.000000,0.000000,1.000000,4807.085938,0.000000,0.034852,0.034852,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
37,1777369149.308870,0.850000,0.000000,0,13.162400,-0.089000,0.000000,1.000000,0.000000,1.000000,4688.085938,0.000000,0.035985,0.035985,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
38,1777369149.318868,0.860000,0.000000,0,13.257200,-0.086400,0.000000,1.000000,0.000000,1.000000,4700.085938,0.000000,0.036911,0.036911,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
39,1777369149.329873,0.870000,0.000000,0,13.478400,-0.080000,0.000000,1.000000,0.000000,1.000000,4861.085938,0.000000,0.038938,0.038938,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
40,1777369149.338868,0.890000,0.000000,0,13.683800,-0.074600,0.000000,1.000000,0.000000,1.000000,5010.585938,0.000000,0.040647,0.040647,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
41,1777369149.347871,0.890000,0.000000,0,13.794400,-0.071800,0.000000,1.000000,0.000000,1.000000,5091.085938,0.000000,0.041500,0.041500,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
42,1777369149.356874,0.910000,0.000000,0,13.999900,-0.066700,0.000000,1.000000,0.000000,1.000000,5212.085938,0.000000,0.042984,0.042984,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
43,1777369149.365869,0.910000,0.000000,0,14.111200,-0.064600,0.000000,1.000000,0.000000,1.000000,5093.085938,0.000000,0.043723,0.043723,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
44,1777369149.376869,0.920000,0.000000,0,14.206202,-0.062400,0.000000,1.000000,0.000000,1.000000,5105.085938,0.000000,0.044328,0.044328,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
45,1777369149.385870,0.930000,0.000000,0,14.428201,-0.057600,0.000000,1.000000,0.000000,1.000000,5266.085938,0.000000,0.045652,0.045652,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
46,1777369149.397869,0.940000,0.000000,0,14.523201,-0.055800,0.000000,1.000000,0.000000,1.000000,5335.085938,0.000000,0.046177,0.046177,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
47,1777369149.406867,0.950000,0.000000,0,14.745201,-0.051600,0.000000,1.000000,0.000000,1.000000,5496.085938,0.000000,0.047325,0.047325,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
48,1777369149.416870,0.960000,0.000000,0,14.840601,-0.049800,0.000000,1.000000,0.000000,1.000000,5451.085938,0.000000,0.047781,0.047781,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
49,1777369149.425867,0.970000,0.000000,0,15.063200,-0.046400,0.000000,1.000000,0.000000,1.000000,5441.085938,0.000000,0.048777,0.048777,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
50,1777369149.434879,0.980000,0.000000,0,15.158600,-0.044800,0.000000,1.000000,0.000000,1.000000,5510.085938,0.000000,0.049172,0.049172,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
51,1777369149.444868,0.990000,0.000000,0,15.381201,-0.041400,0.000000,1.000000,0.000000,1.000000,5671.085938,0.000000,0.050036,0.050036,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
52,1777369149.454867,1.000000,0.000000,0,15.476601,-0.039800,0.000000,1.000000,0.000000,1.000000,5740.085938,0.000000,0.050379,0.050379,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
53,1777369149.463868,1.010000,0.000000,0,15.699201,-0.036400,0.000000,1.000000,0.000000,1.000000,5673.085938,0.000000,0.051128,0.051128,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
54,1777369149.472867,1.020000,0.000000,0,15.794601,-0.035200,0.000000,1.000000,0.000000,1.000000,5685.085938,0.000000,0.051425,0.051425,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
55,1777369149.482867,1.030000,0.000000,0,15.905900,-0.033800,0.000000,1.000000,0.000000,1.000000,5765.585938,0.000000,0.051760,0.051760,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
56,1777369149.491873,1.040000,0.000000,0,16.112602,-0.031200,0.000000,1.000000,0.000000,1.000000,5915.085938,0.000000,0.052333,0.052333,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
57,1777369149.501870,1.050000,0.000000,0,16.223900,-0.029900,0.000000,1.000000,0.000000,1.000000,5995.585938,0.000000,0.052624,0.052624,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
58,1777369149.511870,1.060000,0.000000,0,16.446501,-0.028000,0.000000,1.000000,0.000000,1.000000,6014.085938,0.000000,0.053156,0.053156,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
59,1777369149.521868,1.070000,0.000000,0,16.541801,-0.026800,0.000000,1.000000,0.000000,1.000000,5940.585938,0.000000,0.053372,0.053372,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
60,1777369149.530871,1.080000,0.000000,0,16.763500,-0.024500,0.000000,1.000000,0.000000,1.000000,6101.585938,0.000000,0.053834,0.053834,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
61,1777369149.539871,1.090000,0.000000,0,16.858900,-0.023800,0.000000,1.000000,0.000000,1.000000,6170.585938,0.000000,0.054021,0.054021,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
62,1777369149.548873,1.090000,0.000000,0,16.970200,-0.022400,0.000000,1.000000,0.000000,1.000000,6251.085938,0.000000,0.054227,0.054227,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
63,1777369149.557867,1.100000,0.000000,0,17.145102,-0.021100,0.000000,1.000000,0.000000,1.000000,6377.585938,0.000000,0.054531,0.054531,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
64,1777369149.566869,1.120000,0.000000,0,17.334900,-0.018900,0.000000,1.000000,0.000000,1.000000,6230.585938,0.000000,0.054837,0.054837,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
65,1777369149.575875,1.120000,0.000000,0,17.446201,-0.018200,0.000000,1.000000,0.000000,1.000000,6311.085938,0.000000,0.055003,0.055003,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
66,1777369149.585869,1.130000,0.000000,0,17.557001,-0.017500,0.000000,1.000000,0.000000,1.000000,6391.585938,0.000000,0.055161,0.055161,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
67,1777369149.595877,1.140000,0.000000,0,17.763201,-0.016200,0.000000,1.000000,0.000000,1.000000,6541.085938,0.000000,0.055436,0.055436,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
68,1777369149.603866,1.150000,0.000000,0,17.874001,-0.015500,0.000000,1.000000,0.000000,1.000000,6621.585938,0.000000,0.055573,0.055573,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
69,1777369149.613868,1.160000,0.000000,0,17.968800,-0.014900,0.000000,1.000000,0.000000,1.000000,6662.085938,0.000000,0.055686,0.055686,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
70,1777369149.622868,1.170000,0.000000,0,18.190001,-0.013500,0.000000,1.000000,0.000000,1.000000,6566.585938,0.000000,0.055930,0.055930,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
71,1777369149.631867,1.180000,0.000000,0,18.300800,-0.012800,0.000000,1.000000,0.000000,1.000000,6647.086426,0.000000,0.056044,0.056044,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
72,1777369149.640867,1.190000,0.000000,0,18.507000,-0.012000,0.000000,1.000000,0.000000,1.000000,6796.585938,0.000000,0.056240,0.056240,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
73,1777369149.649869,1.200000,0.000000,0,18.601799,-0.011900,0.000000,1.000000,0.000000,1.000000,6865.585938,0.000000,0.056325,0.056325,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
74,1777369149.659870,1.200000,0.000000,0,18.712400,-0.011200,0.000000,1.000000,0.000000,1.000000,6946.085938,0.000000,0.056419,0.056419,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
75,1777369149.669869,1.220000,0.000000,0,18.917801,-0.009900,0.000000,1.000000,0.000000,1.000000,6810.585938,0.000000,0.056582,0.056582,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
76,1777369149.679868,1.220000,0.000000,0,19.028400,-0.009200,0.000000,1.000000,0.000000,1.000000,6891.085938,0.000000,0.056664,0.056664,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000,16,Asphalt,1,0.000000,0.000000,0.000000
