#{"t_start": 1777456718.9307709, "env_id": "None"}
r,l,t,episode_metrics
-1000.0,299,7.730699,"{'term': -1.0, 'progress': 0.0, 'time': 2.0199999809265137, 'distance': 1.9292956590652466, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,304,11.326611,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 3.708033800125122, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,306,14.925087,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 2.4085559844970703, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-985.714286,851,25.025729,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 8.510000228881836, 'distance': 136.91529846191406, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-1000.0,113,28.627098,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 0.3676571846008301, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-994.285714,477,36.351767,"{'term': -1.0, 'progress': 5.714285714285714, 'time': 6.139999866485596, 'distance': 55.25359344482422, 'fitness': -994285714.2857143, 'fitness_delta_score': -994.2857142857142, 'last_fitness_delta_score': -994.2857142857142, 'last_fitness_delta_progress': 5.714285714285714, 'reward': -999.9999999999999}"
-994.285714,460,43.996986,"{'term': -1.0, 'progress': 5.714285714285714, 'time': 6.090000152587891, 'distance': 54.79669952392578, 'fitness': -994285714.2857143, 'fitness_delta_score': -994.2857142857142, 'last_fitness_delta_score': -994.2857142857142, 'last_fitness_delta_progress': 5.714285714285714, 'reward': -999.9999999999999}"
-1000.0,124,47.622378,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 0.31721147894859314, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,116,51.216243,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 0.24836187064647675, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,128,54.823065,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 0.6480301022529602, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,122,58.42191,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 0.2656081020832062, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,114,62.017284,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 0.09096057713031769, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,113,65.624154,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 0.2693660855293274, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,95,69.228975,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 0.17109698057174683, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-985.714286,1409,87.960253,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 17.149999618530273, 'distance': 135.60462951660156, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-991.428571,806,99.552288,"{'term': -1.0, 'progress': 8.571428571428571, 'time': 10.039999961853027, 'distance': 94.48448944091797, 'fitness': -991428571.4285715, 'fitness_delta_score': -991.4285714285714, 'last_fitness_delta_score': -991.4285714285714, 'last_fitness_delta_progress': 8.571428571428571, 'reward': -1000.0}"
-994.285714,442,107.082498,"{'term': -1.0, 'progress': 5.714285714285714, 'time': 5.96999979019165, 'distance': 54.41100311279297, 'fitness': -994285714.2857143, 'fitness_delta_score': -994.2857142857142, 'last_fitness_delta_score': -994.2857142857142, 'last_fitness_delta_progress': 5.714285714285714, 'reward': -999.9999999999999}"
-982.857143,1136,122.602828,"{'term': -1.0, 'progress': 17.142857142857142, 'time': 13.880000114440918, 'distance': 160.47544860839844, 'fitness': -982857142.8571428, 'fitness_delta_score': -982.8571428571428, 'last_fitness_delta_score': -982.8571428571428, 'last_fitness_delta_progress': 17.142857142857142, 'reward': -997.1428571428571}"
-985.714286,1359,140.792924,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 16.59000015258789, 'distance': 132.80136108398438, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-985.714286,1269,157.828083,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 15.430000305175781, 'distance': 157.1820526123047, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-985.714286,1357,175.603037,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 16.200000762939453, 'distance': 152.07073974609375, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-985.714286,1325,193.230523,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 16.020000457763672, 'distance': 146.75840759277344, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-985.714286,1413,211.81848,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 17.010000228881836, 'distance': 143.975341796875, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
