#{"t_start": 1777351104.5269413, "env_id": "None"}
r,l,t,episode_metrics
-1000.0,326,545.909286,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 3.142603874206543, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
-1000.0,552,553.51682,"{'term': -1.0, 'progress': 0.0, 'time': 4.320000171661377, 'distance': 14.155521392822266, 'fitness': -1000000000.0, 'progress_delta': 0.0, 'last_reward_progress': 0.0, 'reward': -1000.0}"
-990.571429,1274,568.499365,"{'term': -1.0, 'progress': 8.571428571428571, 'time': 11.699999809265137, 'distance': 91.63578033447266, 'fitness': -991428571.4285715, 'progress_delta': 0.0, 'last_reward_progress': 8.571428571428571, 'reward': -991.4285714285714}"
-990.571429,1126,582.050518,"{'term': -1.0, 'progress': 8.571428571428571, 'time': 10.149999618530273, 'distance': 84.58351135253906, 'fitness': -991428571.4285715, 'progress_delta': 0.0, 'last_reward_progress': 8.571428571428571, 'reward': -991.4285714285714}"
-996.857143,594,590.029622,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 4.690000057220459, 'distance': 21.029428482055664, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -996.8571428571429}"
-990.571429,1264,605.1018,"{'term': -1.0, 'progress': 8.571428571428571, 'time': 11.800000190734863, 'distance': 89.49344635009766, 'fitness': -991428571.4285715, 'progress_delta': 0.0, 'last_reward_progress': 8.571428571428571, 'reward': -991.4285714285714}"
-990.571429,982,617.203871,"{'term': -1.0, 'progress': 8.571428571428571, 'time': 8.800000190734863, 'distance': 94.1779556274414, 'fitness': -991428571.4285715, 'progress_delta': 0.0, 'last_reward_progress': 8.571428571428571, 'reward': -991.4285714285714}"
-990.571429,881,628.303423,"{'term': -1.0, 'progress': 8.571428571428571, 'time': 7.800000190734863, 'distance': 89.79728698730469, 'fitness': -991428571.4285715, 'progress_delta': 0.0, 'last_reward_progress': 8.571428571428571, 'reward': -991.4285714285714}"
-996.857143,458,634.889493,"{'term': -1.0, 'progress': 2.857142857142857, 'time': 3.2899999618530273, 'distance': 23.324031829833984, 'fitness': -997142857.1428572, 'progress_delta': 0.0, 'last_reward_progress': 2.857142857142857, 'reward': -997.1428571428572}"
-990.571429,1058,647.714119,"{'term': -1.0, 'progress': 8.571428571428571, 'time': 9.40999984741211, 'distance': 88.49517059326172, 'fitness': -991428571.4285715, 'progress_delta': 0.0, 'last_reward_progress': 8.571428571428571, 'reward': -991.4285714285714}"
