timestamp_utc,generation,dist_avg,dist_best_gen,dist_best_global,time_avg,time_best_gen,time_best_global,finish_rate,crash_rate,timeout_rate,best_term,best_progress,best_distance,best_time,best_fitness
2026-03-27T14:40:23Z,1,0.6293402910232544,2.7777777777777777,2.7777777777777777,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,146.91372680664062,5.300000190734863,-997222222.2222222
2026-03-27T14:47:25Z,2,0.78125,2.7777777777777777,2.7777777777777777,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,144.43153381347656,5.179999828338623,-997222222.2222222
2026-03-27T14:54:20Z,3,0.7269965410232544,2.7777777777777777,2.7777777777777777,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,147.45217895507812,5.400000095367432,-997222222.2222222
2026-03-27T15:01:19Z,4,0.7269965410232544,2.7777777777777777,2.7777777777777777,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,147.14561462402344,5.320000171661377,-997222222.2222222
2026-03-27T15:08:05Z,5,0.759548544883728,2.7777777777777777,2.7777777777777777,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,146.80657958984375,5.230000019073486,-997222222.2222222
2026-03-27T15:14:50Z,6,0.7378472089767456,4.166666666666666,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,4.166666666666666,204.63128662109375,6.940000057220459,-995833333.3333334
2026-03-27T15:22:00Z,7,0.8355034589767456,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,145.79701232910156,5.239999771118164,-997222222.2222222
2026-03-27T15:29:05Z,8,0.7921006679534912,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,143.74942016601562,5.159999847412109,-997222222.2222222
2026-03-27T15:35:57Z,9,0.7378472089767456,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,145.61459350585938,5.360000133514404,-997222222.2222222
2026-03-27T15:42:49Z,10,0.6944444179534912,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,143.7119903564453,5.119999885559082,-997222222.2222222
2026-03-27T15:49:46Z,11,0.6944444179534912,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,146.374267578125,5.429999828338623,-997222222.2222222
2026-03-27T15:56:47Z,12,0.7052950859069824,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,147.35455322265625,5.349999904632568,-997222222.2222222
2026-03-27T16:03:43Z,13,0.7269965410232544,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,142.9617919921875,5.289999961853027,-997222222.2222222
2026-03-27T16:10:36Z,14,0.7269965410232544,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,145.2512664794922,5.239999771118164,-997222222.2222222
2026-03-27T16:17:31Z,15,0.759548544883728,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,145.18115234375,5.400000095367432,-997222222.2222222
2026-03-27T16:24:38Z,16,0.8029513359069824,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,145.37176513671875,5.190000057220459,-997222222.2222222
2026-03-27T16:31:42Z,17,0.7378472089767456,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,145.925048828125,5.309999942779541,-997222222.2222222
2026-03-27T16:38:45Z,18,0.759548544883728,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,144.75289916992188,5.25,-997222222.2222222
2026-03-27T16:45:47Z,19,0.7161458134651184,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,144.08016967773438,5.380000114440918,-997222222.2222222
2026-03-27T16:52:45Z,20,0.7161458134651184,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,143.5176544189453,5.159999847412109,-997222222.2222222
2026-03-27T16:59:52Z,21,0.7486978769302368,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,145.64389038085938,5.28000020980835,-997222222.2222222
2026-03-27T17:06:56Z,22,0.7378472089767456,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,143.38841247558594,5.389999866485596,-997222222.2222222
2026-03-27T17:13:54Z,23,0.6944444179534912,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,144.8730010986328,5.309999942779541,-997222222.2222222
2026-03-27T17:21:09Z,24,0.8463541269302368,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,144.42764282226562,5.25,-997222222.2222222
2026-03-27T17:28:01Z,25,0.7052950859069824,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,145.0241241455078,5.309999942779541,-997222222.2222222
2026-03-27T17:35:07Z,26,0.7921006679534912,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,145.05149841308594,5.269999980926514,-997222222.2222222
2026-03-27T17:42:10Z,27,0.7595486044883728,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,142.97885131835938,5.139999866485596,-997222222.2222222
2026-03-27T17:49:01Z,28,0.7378472089767456,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,144.17608642578125,5.03000020980835,-997222222.2222222
2026-03-27T17:55:54Z,29,0.68359375,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,143.49644470214844,5.320000171661377,-997222222.2222222
2026-03-27T18:03:04Z,30,0.759548544883728,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,143.88922119140625,5.260000228881836,-997222222.2222222
2026-03-27T18:10:01Z,31,0.7269965410232544,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,146.0617218017578,5.440000057220459,-997222222.2222222
2026-03-27T18:16:56Z,32,0.78125,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,145.62928771972656,5.289999961853027,-997222222.2222222
2026-03-27T18:23:57Z,33,0.7486978769302368,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,147.0198516845703,5.289999961853027,-997222222.2222222
2026-03-27T18:30:59Z,34,0.759548544883728,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,143.97076416015625,5.190000057220459,-997222222.2222222
2026-03-27T18:37:59Z,35,0.7595486044883728,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,145.40399169921875,5.269999980926514,-997222222.2222222
2026-03-27T18:44:56Z,36,0.8029513359069824,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,144.30587768554688,5.170000076293945,-997222222.2222222
2026-03-27T18:51:52Z,37,0.7595486044883728,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,145.58055114746094,5.210000038146973,-997222222.2222222
2026-03-27T18:58:49Z,38,0.7486978769302368,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,145.29653930664062,5.420000076293945,-997222222.2222222
2026-03-27T19:05:49Z,39,0.8029513955116272,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,145.57522583007812,5.21999979019165,-997222222.2222222
2026-03-27T19:12:44Z,40,0.7378472089767456,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,145.04458618164062,5.21999979019165,-997222222.2222222
2026-03-27T19:19:55Z,41,0.8138020634651184,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,146.09945678710938,5.269999980926514,-997222222.2222222
2026-03-27T19:27:02Z,42,0.7595486044883728,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,145.2413330078125,5.210000038146973,-997222222.2222222
2026-03-27T19:34:13Z,43,0.770399272441864,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,144.97311401367188,5.349999904632568,-997222222.2222222
2026-03-27T19:41:16Z,44,0.8463541269302368,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,144.0052032470703,5.210000038146973,-997222222.2222222
2026-03-27T19:48:18Z,45,0.7378472089767456,2.7777777777777777,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,2.7777777777777777,144.2335662841797,5.230000019073486,-997222222.2222222
2026-03-27T19:55:16Z,46,0.8789061903953552,3.4722222222222223,4.166666666666666,60.0,60.0,60.0,0.0,1.0,0.0,-1,3.4722222222222223,186.60511779785156,6.210000038146973,-996527777.7777778
