#{"t_start": 1777457424.5316324, "env_id": "None"}
r,l,t,episode_metrics
-991.428571,230,153.95677,"{'term': -1.0, 'progress': 8.571428571428571, 'time': 5.579999923706055, 'distance': 88.0716323852539, 'fitness': -991428571.4285715, 'fitness_delta_score': -991.4285714285714, 'last_fitness_delta_score': -991.4285714285714, 'last_fitness_delta_progress': 8.571428571428571, 'reward': -1000.0}"
-988.571429,224,161.120436,"{'term': -1.0, 'progress': 11.428571428571429, 'time': 5.539999961853027, 'distance': 99.25819396972656, 'fitness': -988571428.5714285, 'fitness_delta_score': -988.5714285714286, 'last_fitness_delta_score': -988.5714285714286, 'last_fitness_delta_progress': 11.428571428571429, 'reward': -997.1428571428571}"
-1000.0,50,164.692897,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 0.3863884508609772, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,66,168.293868,"{'term': -1.0, 'progress': 0.0, 'time': 2.0199999809265137, 'distance': 0.9015316367149353, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,60,171.902531,"{'term': -1.0, 'progress': 0.0, 'time': 2.0199999809265137, 'distance': 1.2265986204147339, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,62,175.482947,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 1.0935540199279785, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,86,179.089947,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 0.14737504720687866, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,79,182.694803,"{'term': -1.0, 'progress': 0.0, 'time': 2.0199999809265137, 'distance': 0.12376528233289719, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,76,186.290359,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 0.015152929350733757, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,70,189.899803,"{'term': -1.0, 'progress': 0.0, 'time': 2.0199999809265137, 'distance': 0.42134377360343933, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,73,193.497839,"{'term': -1.0, 'progress': 0.0, 'time': 2.0199999809265137, 'distance': 0.335676372051239, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-1000.0,71,197.088615,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 1.7571829557418823, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-988.571429,368,205.897656,"{'term': -1.0, 'progress': 11.428571428571429, 'time': 7.21999979019165, 'distance': 126.42068481445312, 'fitness': -988571428.5714285, 'fitness_delta_score': -988.5714285714286, 'last_fitness_delta_score': -988.5714285714286, 'last_fitness_delta_progress': 11.428571428571429, 'reward': -1000.0}"
-1000.0,40,209.511337,"{'term': -1.0, 'progress': 0.0, 'time': 2.009999990463257, 'distance': 0.4166503846645355, 'fitness': -1000000000.0, 'fitness_delta_score': -1000.0, 'last_fitness_delta_score': -1000.0, 'last_fitness_delta_progress': 0.0, 'reward': -1000.0}"
-985.714286,409,218.739889,"{'term': -1.0, 'progress': 14.285714285714285, 'time': 7.639999866485596, 'distance': 164.72120666503906, 'fitness': -985714285.7142857, 'fitness_delta_score': -985.7142857142858, 'last_fitness_delta_score': -985.7142857142858, 'last_fitness_delta_progress': 14.285714285714285, 'reward': -1000.0000000000001}"
-980.1734,907,237.637999,"{'term': -1.0, 'progress': 20.0, 'time': 17.34000015258789, 'distance': 202.55804443359375, 'fitness': -980173400.0015259, 'fitness_delta_score': -980.1734000015259, 'last_fitness_delta_score': -980.1734000015259, 'last_fitness_delta_progress': 20.0, 'reward': -1000.0340000057221}"
-977.303957,894,255.311366,"{'term': -1.0, 'progress': 22.857142857142858, 'time': 16.110000610351562, 'distance': 200.8966827392578, 'fitness': -977303957.1489607, 'fitness_delta_score': -977.3039571489608, 'last_fitness_delta_score': -977.3039571489608, 'last_fitness_delta_progress': 22.857142857142858, 'reward': -1000.0119000053406}"
-994.285714,342,263.4219,"{'term': -1.0, 'progress': 5.714285714285714, 'time': 6.519999980926514, 'distance': 57.533267974853516, 'fitness': -994285714.2857143, 'fitness_delta_score': -994.2857142857142, 'last_fitness_delta_score': -994.2857142857142, 'last_fitness_delta_progress': 5.714285714285714, 'reward': -999.9999999999999}"
-994.285714,377,272.048077,"{'term': -1.0, 'progress': 5.714285714285714, 'time': 7.050000190734863, 'distance': 54.88711929321289, 'fitness': -994285714.2857143, 'fitness_delta_score': -994.2857142857142, 'last_fitness_delta_score': -994.2857142857142, 'last_fitness_delta_progress': 5.714285714285714, 'reward': -999.9999999999999}"
