attempt_index,saved,num_frames,finish_time,total_progress,distance,path
1,0,129,3.690000057220459,0.7220216606498195,65.0576400756836,
2,0,52,1.5299999713897705,0.36101083032490977,17.3194522857666,
3,0,73,2.0399999618530273,0.0,6.1094279289245605,
